url,prodi,kata_kunci,judul,abstrak
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/181,TI,"forward chaining, honda beat, sistem pakar",rancang bangun sistem informasi deteksi kerusakan pada kendaraan bermotor honda beat,"indonesia merupakan salah satu negara di asean yang memiliki pengguna motor terbanyak. satu dari tiga orang di indonesia pasti memiliki motor dan salah satu jenis motor yang digunakan adalah motor honda beat. honda beat merupakan motor yang paling banyak digunakan oleh masyarakat indonesia, karena motor ini sangat gesit dan hemat bahan bakar. kerusakan juga sering diterjadi pada motor honda beat ini sehingga dapat menghambat aktivitas penggunanya, dan banyak dari pengguna motor ini yang tidak mengetahui letak kerusakannya. sistem pakar deteksi kerusakan pada motor honda beat dapat menjadi solusi bagi pengguna motor ini, karena dengan sistem ini pengguna dapat langsung mengetahui letak kerusakan dan cara memperbaiki kerusakannya sehingga pengguna tidak perlu repot-repot pergi ke bengkel. forward chaining merupakan salah satu metode sistem pakar, dan metode ini yang digunakan dalam sistem ini dalam mencari kerusakan yang dialami oleh pengguna."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/185,TI,"website, php, laravel, web service, sdlc waterfall",sistem informasi dan open trip pendakian gunung di pulau jawa,"sebuah informasi adalah hal yang sangat penting dalam kegiatan yang ingin dilakukan seperti pendakian sebuah gunung. gunung di pulau jawa memiliki pemandangan yang sangat indah dan banyak menarik wisatawan dalam negeri maupun luar negeri. ini menjadi salah satu peluang bagi kesejahteraan masyarakat dilingkungan gunung dan negara, untuk menambah pendapatan negara. namun, masih banyak gunung di pulau jawa yang belum mendapatkan sentuhan teknologi informasi. saat ini masih banyak calon pendaki yang ingin melakukan pendakian hanya mengetahui informasi gunung yang akan didaki dengan media sosial dan mulut ke mulut, yang belum pasti kebenarannya. maka dari itu pembuatan sistem informasi dan open trip ini bertujuan agar calon pendaki mendapatkan informasi tentang gunung secara akurat dan jasa open trip yang dapat dipercaya untuk memandu pendakian sampai pucak. pembangunan sistem informasi dan open trip ini saling berintegrasi dengan aplikasi mobile, hal ini dibutuhkannya sebuah sistem web service sebagai database yang dapat diakses secara remote oleh piranti. perancangan dan pembangunan sistem ini menggunakan bahasa pemrograman php dengan framework laravel. metode yang digunakan pada perancangan dan pembuatan sistem ini adalah menggunakan metode system development life cycle (sdlc) waterfall"
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/187,TI,"gamification, sop, laravel","penerapan gamification pada aplikasi flow, procedure and checklist pada event berbasis web","dalam dunia kerja, profesionalisme akan terbentuk jika pekerjaan dilakukan sesuai dengan sop, event-event yang diadakan oleh perusahaan berhubungan dengan pihak luar atau eksternal yang mana dapat memengaruhi citra perusahaan. oleh karena itu event harus dijalankan sesuai dengan ketentuan perusahaan. terapi karyawan yang bertugas untuk mempersiapkan event kurang bersemangat untuk membaca checklist panduan yang telah dibuat karena media yang digunakan untuk mencentang checklist tersebut masih berada di spreadsheet yang digunakan bersama. aplikasi flow, procedure and checklist merupakan aplikasi yang berisi list berbentuk ceklis alur pekerjaan yang dibuat sesuai dengan sop. maka dari itu dengan membuat aplikasi flow, procedure and checklist yang menerapkan konsep gamification diharapkan dapat memotivasi karyawan untuk melakukan pekerjaan sesuai sop."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/188,TI,"sistem pemesanan, qr code, android, website",rancang bangun website modul admin pada sistem restoran menggunakan framework codeigniter,"restoran adalah salah satu tempat yang sering dikunjungi. tidak sedikit restoran yang kesulitan untuk melayani para pelanggan ketika ramai. restoran sari idaman masih melakukan pemesanan makanan secara manual. untuk meningkatkan efisiensi pelayanan menu,memastikan pelayan dan koki memberikan pelayanan yang benar, mempersingkat waktu proses pemesanan menu diperlukan website untuk mengelola tujuan tersebut . terkait hal tersebut, sari idaman menerapkan sistem admin dan list dapur berbasis website. website ini juga mengembangkan fitur pembayaran dengan uang elektronik fintech sehingga memudahkan pemesanan dan pembayaran dengan cepat dan praktis. metode yang digunakan dalam pembuatan aplikasi ini adalah metode fcfs (first come first served)."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/189,TI,"sistem penggalangan dana, metode crowdfunding, framework express, wakaf",pengembangan aplikasi crowdfunding berbasis website dan android pada lembaga amazing wakaf indonesia,"kegiatan penggalangan dana merupakan suatu hal yang paling penting dari sebuah lembaga filantropi, tidak terkecuali lembaga amazing wakaf indonesia. kegiatan penggalangan dana juga sangat bermanfaat untuk orang banyak karena target penyaluran dari penggalangan dana tersebut diberikan kepada orang-orang yang membutuhkan. untuk mendukung kegiatan penggalangan dana tersebut, amazing wakaf indonesia membutuhkan sebuah aplikasi yang dapat menemukan calon donaturnya untuk dapat berdonasi langsung dengan aman dan nyaman pada campaign yang telah dibuat oleh amazing wakaf indonesia. kemudian dibutuhkan juga sistem yang dapat mengelola campaign dan pelaporan pendapatan dan penggunaan dana terkait penggalangan dana yang telah dilaksanakan. oleh karena itu dikembangkanlah aplikasi dan sistem penggalangan dana (fundraising management) menggunakan metode crowdfunding berbasis android dan website yang dapat mendukung kegiatan penggalangan dana wakaf di amazing wakaf indonesia. sistem ini dibangun menggunakan metode pengembangan prototype dengan menggunakan framework express js untuk pengolahan datanya. dengan aplikasi penggalangan dana menggunakan metode crowdfunding yang berhasil dikembangkan ini, donatur dapat merasa lebih mudah, aman dan nyaman dalam berdonasi secara online menggunakan akun mereka yang sudah terdaftar pada aplikasi ini. selain itu, dengan dashboard admin amazing wakaf indonesia dapat lebih akurat dalam merekapitulasi semua dana yang telah diterima dan digunakan pada campaign yang telah dibuat. hal ini menjadi suatu kemudahan bagi amazing wakaf indonesia dan donaturnya dalam melakukan aktifitas penggalangan dana wakaf di amazing wakaf indonesia."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/190,TI,"politeknik negeri jakarta, spk, composite performance index",implementasi metode composite performance index untuk modul celengan mahakarya pada aplikasi pnj bergerak dalam menentukan penerima bantuan celengan mahakarya,"politeknik negeri jakarta merupakan kampus yang bertempat di depok. kampus ini berdiri pada tanggal 20 september 1982 dengan nama polliteknik universitas indonesia. dan pada tanggal 25 agustus 1998 kampus ini menjadi mandiri dengan nama politeknik negeri jakarta. politeknik negeri jakarta memiliki lembaga eksekutif yang bertujuan untuk melaksanakan program kerja yang ada dikampus dan juga sebagai tempat perwakilan aspirasi mahasiswa. bem politeknik negeri jakarta memiliki 8 departemen dalam menjalankan tugasnya, salah satunya adalah departemen sosma (sosial dan masyarakat). salah satu program kerja sosma adalah cahaya (celengan mahakarya). cahaya merupakan program kerja dari sosma yang bertujuan membantu mahasiswa yang membutuhkan dana. cara kerja cahaya yaitu mewajibkan mahasiswa lain untuk membayar 10.000 per bulan, namun dikarenakan ada nya covid – 19 sosma bem memerlukan sebuah wadah yang dapat menampung secara online. didalam modul ini juga terdapat sistem pendukung keputusan untuk membantu departemen sosma bem pnj dalam melakukan perangkingan. metode spk yang akan digunakan adalah composite performance index (cpi). dengan ada nya aplikasi ini diharapkan dapat membantu departemen sosma bem pnj dalam melaksanakan program kerjanya."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/192,TI,"forward chaining, kucing, laravel, panleukopenia, sistem pakar, website",rancang bangun sistem pakar deteksi penyakit panleukopenia pada kucing dengan metode forward chaining,"kucing merupakah salah satu jenis hewan peliharaan yang populer dikalangan manusia. selain mampu membuat suasana rumah menjadi lebih hidup, memelihara kucing juga mampu membuat rumah menjadi lebih aman dan nyaman. memelihara kucing tentu membutuhkan perhatian khusus terlebih jika kucing yang dipelihara memiliki masalah kesehatan. sering kali manusia melalaikan kesehatan mereka, hal tersebut dipicu karena kurangnya: pengetahuan, ketersediaan dokter hewan atau pakar, dan kepedulian terhadap penyakit yang mematikan. salah satunya adalah penyakit panleukopenia. di indoneisa, kasus panleukopenia pada kucing hampir selalu ada setiap harinya, terlebih di musim hujan. pemilik kucing biasanya baru menyadari saat kucing peliharaannya mengalami perubahan secara signifikan. jika hal tersebut dibiarkan, maka akan berakibat fatal bahkan dapat menyebabkan kematian. oleh karena itu untuk mendiagnosis penyakit ini harus dilakukan dengan cermat dan teliti karena memakai pedoman gejala sebagai aturan. akan tetapi dengan keterbatasan seorang pakar atau dokter hewan dalam mendiagnosis tentunya akan menambah beban kerja ketika bertugas. penelitian ini bertujuan untuk merancang bangun sistem pakar berbasis website menggunakan metode forward chaining untuk mendiagnosis penyakit panleukopenia. selain itu, para pemilik kucing juga dapat mengetahui kesehatan kucingnya secara berkala dan mengetahui segala informasi tentang panleukopenia. sistem pakar ini dikembangkan menggunakan metode forward chaining dengan framework laravel. aplikasi ini akan menirukan keahlian dari pakar (dokter hewan). hasil diagnosis didapatkan dari masukan yang diolah dengan pengetahuan pakar menggunakan metode forward chaining. berdasarkan pengujian yang dilakukan terhadap 5 data user, dihasilkan tingkat akurasi sebesar 80%. dengan demikian aplikasi ini sudah mampu melakukan proses diagnosa panleukopenia berdasarkan gejala, dengan hasil yang baik dan telah memenuhi kebutuhan pengguna."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/193,TI,"metode smart, vendor pernikahan, waterfall, website",rancang bangun aplikasi rekomendasi pemilihan vendor pernikahan dengan metode smart,"vendor pernikahan adalah suatu jasa yang secara pribadi membantu calon pengantin dan keluarga dalam perencanaan dan supervisi pelaksanaan rangkaian acara pesta pernikahan sesuai dengan jadwal dan budget yang sudah ditetapkan. disini saya melakukan penelitian pada perusahaan h2oplanner yang bergerak dalam bidang perencanaan pernikahan dan dekorasi. disini dapat disimpulkan permasalahan tentang masyarakat yang mengalami kesulitan dalam melakukan booking wedding planner ke perusahaan h2oplanner, dimulai dari mendaftar, memilih dan mendapatkan vendor. solusi dari permasalahan diatas, maka akan dirancang suatu aplikasi pemilihan vendor pernikahan berbasis website. metode penyelesaian masalah sistem menggunakan metode smart dan metode pengembangan sistem menggunakan metode waterfall serta implementasi sistem menggunakan bahasa pemprograman berbasis objek yaitu php dan mysql sebagai database. hasil dari penelitian ini adalah aplikasi pemilihan vendor pernikahan berbasis website. diharapkan dengan adanya sistem ini mempermudah pihak keluarga maupun pengantin yang tidak memiliki banyak waktu untuk mengurus sendiri acaranya dengan segala hal yang diidamkan dari mulai penyedia jasa pesta (vendor) yang diserahkan seluruhnya pada vendor pernikahan. selain itu, aplikasi bisa akses dimana saja dan kapan saja."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/194,TI,"chatbot, line messenger, tf-idf, cosine similarity, php",implementasi fitur kerjasama dan fasilitas pada chatbot layanan informasi pnj dengan metode tf-idf dan cosine similarity,"politeknik negeri jakarta merupakan institusi atau lembaga pendidikan tinggi otonom yang berlokasi di jl. prof dr. g.a. siwabessy, kampus universitas indonesia, depok 16425. politeknik negeri jakarta berkerjasama dengan banyak pihak seperti kerjasama pendidikan, kerjasama industri dibidang pendidikan, kerjasama industri dibidang karir, kerjasama internasional dan kerjasama nasional. pnj memiliki layanan yang menyediakaan berbagai fasilitas sebagai sarana dan prasarana untuk menunjang proses belajar dan mengajar di pnj. untuk mendapatkan informasi lebih lanjut mengenai pnj tanpa harus mengunjungi kampus, maka dibuatkan chatbot layanan informasi pnj berbasis mobile dengan platform line yang dapat digunakan secara online 24 jam sebagai sarana tanya jawab antar user dan admin. kemudian dibuatkan website untuk halaman admin untuk mengoperasikan data informasi pnj menggunakan bahasa pemrograman php dan framework codeigniter. pada chatbot layanan informasi pnj diimplementasikan fitur kerjasama, fitur fasilitas, fitur kontak dan fitur portal aplikasi pnj serta diterapkan metode term frequency-inverse document frequency dan cosine similarity. chatbot bertujuan untuk mengurangi pekerjaan pihak pnj dalam memberikan informasi karena chatbot dapat memberikan respon jawaban dengan otomatis. berdasarkan hasil pengujian, chatbot mampu memberikan respon untuk menampilkan informasi mengenai pnj dengan hasil 100% untuk alpha testing, 87,88 % untuk user acceptance test dan tingkat akurasi metode tf-idf dan cosine similarity sebesar 85,7%."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/196,TI,"adjust cosine similarity, item-based collaborative filtering, sistem rekomendasi, weighted sum.",pembuatan modul user dengan sistem rekomendasi collaborative filtering pada aplikasi “pulau kuy”,"indonesia terkenal sebagai negara kepulauan, dimana terdapat 17.504 pulau di indonesia. kepulauan seribu merupakan salah satu destinasi wisata yang dimiliki oleh kota jakarta, jumlah pulau yang ada di kepulauan seribu sekitar 342 pulau. banyak informasi mengenai bidang pariwisata di internet salah satunya paket pariwisata, dikarenakan paket wisata menawarkan pengalaman yang menarik bagi wisatawan, tetapi sulit untuk menemukan informasi paket wisata yang sesuai dengan keinginan para penggunanya. dengan adanya penjualan paket paket wisata yang dilengkapi sistem rekomendasi akan memudahkan wisatawan untuk menentukan destinasi pilihannya. penelitian ini membahas tentang aplikasi penjualan paket wisata ""pulau kuy"" yang dilengkapi dengan sistem rekomendasi menggunakan item-based collaborative filtering. metode item-based collaborative filtering dimana sistem akan mencari kesamaan item yang dilihat dari history rating yang diberikan pengguna dan menghasilkan sebuah rekomendasi. pulau seribu merupakan objek yang akan digunakan pada aplikasi “pulau kuy”. pengujian sistem rekomendasi dihitung menggunakan mean absolute error (mae) dan mendapatkan hasil sebesar 0.327459509. maka dari itu, disimpulkan bahwa metode item-based collaborative filtering dapat membantu dalam proses rekomendasi paket wisata pada aplikasi “pulau kuy”."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/197,TI,"algoritma genetika, pembuatan jadwal sidang skripsi, sistem informasi, website",rancang bangun sistem informasi penjadwalan pelaksanaan sidang skripsi dengan metode algoritma genetika berbasis web,"pembuatan jadwal sidang skripsi yang masih menggunakan cara manual membuat kepala jurusan jakarta global university mengalami kendala ataupun kesulitan dalam membuat penjadwalan sidang skripsi. karena dalam membuat suatu jadwal sidang skripsi yang cukup ideal membutuhkan waktu yang lama dikarenakan harus melalui beberapa tahapan yang saling terkait sehingga membutuhkan waktu untuk penanganan yang signifikan. selain itu, dalam pelaksanaan penjadawalan siding skripsi ada hal yang harus dipertimbangankan seperti availability dosen, mahasiswa, jam, tanggal, hari, ruangan. untuk dapat membuat penjadwalan sidang skripsi yang ideal dan efisien. maka dibutuhkan suatu sistem informasi penjadwalan sidang skripsi yang dapat membantu kepala jurusan jakarta global university dalam pembuatan jadwal sidang skripsi dengan waktu yang lebih singkat dan efisien. adapun metode yang digunakan dalam sistem informasi penjadwalan sidang skripsi ini yaitu menggunakan metode genetika. metode genetika merupakan algoritma yang berusaha menerapkan pemahaman mengenai evolusi alamiah pada tugas-tugas pemecahan masalah dengan optimasi yang cukup handal dan sering dipakai dalam permasalahan penjadwalan. hasil dari penelitian ini berupa sebuah sistem informasi penjadwalan sidang skripsi berbasis website yang dapat menghasilkan suatu informasi jadwal pelaksanaan sidang skripsi pada jurusan teknik mesin pada kampus jakarta global university."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/198,TI,sistem pendukung keputusan,sistem pendukung keputusan peer observation dosen dengan menggunakan metode weighted aggregated sum product assesment (waspas),"kegiatan peer observation yang dilakukan oleh jakarta global university (jgu) masih memiliki kendala seperti sistem informasi yang belum mumpuni karena masih menggunakan google form sebagai alat untuk menyimpan hasil penilaian peer observation yang menyebabkan kesulitan dalam analisis, data rawan hilang dan kurang objektif dalam segi penilaian. dengan adanya masalah tersebut diharapkan sistem pendukung keputusan peer observation dosen dengan menggunakan metode weighted aggregated sum product assesment (waspas) pada jakarta global university ini dapat membantu dalam melakukan pengembangan sistem informasi penilaian dosen dalam proses pembelajaran."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/203,TI,"monitoring, android, lokasi, flutter, geolocation, prototype, sdk tools",rancang bangun sistem monitoring penyaluran bantuan ape di direktorat paud menggunakan teknologi geolocation berbasis android,"bantuan ape paud adalah bantuan yang diberikan oleh direktorat paud yang berupa seperangkat bahan dan media belajar untuk mendukung kegiatan belajar melalui bermain, sehingga menjadi lebih efektif dalam rangka mengoptimalkan perkembangan anak. satuan pendidikan menerima bantuan ape dalam bentuk barang yang dikirimkan oleh penyedia. pada tahun 2021 penerima bantuan ape meningkat sehingga perlu adanya sistem monitoring penyaluran bantuan ape agar direktorat paud dapat mengumpulkan data satuan pendidikan yang sudah menerima mana saja dan sudah berapa yang tersalurkan. model pengembangan sistem ini menggunakan metode prototype. sistem yang dikembangkan dalam sistem monitoring berbasis android yang memudahkan penyedia untuk melaporkan ketersampaian ape di lokasi penerima bantuan sehingga lembaga mengetahui tahapan pengiriman ape tersebut lembaga dapat mengkonfirmasi ape apakah yang dikirim telah sesuai atau belum melalui kolom feedback, dengan adanya teknologi geolocation dapat mendeteksi kebenaran lokasi penerima satuan pendidikan. dalam pengembangan sistem monitoring penyaluran bantuan ape ini menggunakan sdk tools dari google yaitu flutter."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/206,TI,"sistem informasi, rumah sakit rujukan",implementasi haversine formula pada pencarian lokasi rumah sakit rujukan covid-19 di jabodetabek berbasis web,"aplikasi webgis referral hospital merupakan aplikasi berbasis web yang dapat membantu pasien dalam menentukan rumah sakit rujukan covid-19 di area jabodetabek sehingga memudahkan untuk pasien yang membutuhkan pertolongan medis dari bahaya covid-19. pada prosesnya sistem menerapkan implementasi menggunakan metode haversine formula. dengan menggunakan metode tersebut tentunya menjadi lebih akurat. pada aplikasi pencarian terdapat total 228 rumah sakit rujukan yang tersebar di area jabodetabek untuk daerah jakarta berjumlah 106, daerah bekasi berjumlah 45, daerah tangerang berjumlah 32, daerah tangerang berjumlah 13, daerah depok berjumlah 9, dan daerah bogor berjumlah 23. data rumah sakit rujukan diperoleh dari situs resmi covid19.go.id dan corona.jakarta.go.id. aplikasi webgis referral hospital memiliki fitur yaitu pemetaan lokasi rumah sakit rujukan, rute terdekat dan hasil rumah sakit rujukan terdekat dari lokasi user."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/208,TI,"film, recommender system, content-based filtering, tf-idf, cosine similarity",implementasi content based filtering pada sistem rekomendasi film berbasis web,"film merupakan media komunikasi yang dibuat sebagai sarana hiburan hingga pemberian informasi film digemarin diberbagai kalangan. pada saat ini teknologi informasi berkembang sangat pesat begitu juga dengan industri film. antusias yang besar terhadap film membuat industri film terus-menerus memproduksi film dengan bermacam genre. banyaknya film menjadi tantangan bagi pengguna apabila harus mencari judul film yang sesuai dengan yang disukai. sistem rekomendasi membantu pengguna dengan cara memberikan saran-saran terhadap suatu item bedasarkan selera pengguna. salah satu metode rekomendasi yaitu content-based filtering memberikan saran bedasarkan jarak yang dihitung dengan cosine similarity di dataset movielens bedasarkan tag terhadap film. sistem rekomendasi film menggunakan dataset movielens dengan metode content-based filtering berhasil di buat. confussion matrix digunakan untuk mendapatkan nilai evaluasi dari model knn dengan hasil nilai recall, precision, accuracy yang masing-masing 0.89, 0.97, dan 0.87 atau 87% akurasi."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/209,TI,"sistem presensi pegawai, android, website, face recognition, geofencing",rancang bangun sistem presensi pegawai politeknik negeri jakarta berbasis android dan website menggunakan face recognition,"sebelum pandemi covid 19, presensi pegawai tenaga kependidikan / non dosen di politeknik negeri jakarta menggunakan mesin fingerprint scanner. tetapi saat pandemi covid 19 menyebar, mesin fingerprint scanner tidak digunakan dan digantikan dengan google form. penggunaan google form menimbulkan beberapa permasalahan, yaitu banyaknya data respons yang harus dikelompokkan dan dirapihkan oleh admin kepegawaian dalam membuat laporan kinerja bulanan. selanjutnya, google form tidak memiliki keamanan seperti mesin fingerprint scanner, sehingga dapat dilakukan manipulasi data. terakhir, pegawai tidak dapat melihat status presensi dan rawan terjadinya human error. maka dari itu, dibuatlah sistem presensi pegawai politeknik negeri jakarta berbasis android dan website menggunakan face recognition. manfaat penelitian ini adalah memudahkan admin kepegawaian dalam membuat laporan kinerja bulanan dan mengurangi terjadinya manipulasi data presensi dengan fitur face recognition dan geofencing. metode penelitian yang digunakan adalah waterfall dimana terdapat beberapa tahap yaitu analisa sistem, desain sistem, implementasi, penerapan/pengujian program, dan pemeliharaan. hasil dari pengujian black box pada tahap alpha dan beta memiliki persentase keberhasilan 100% dan pengujian system usability scale (sus) memiliki skor 81.92 dengan grade a."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/210,TI,"obesitas, sistem pakar, forward chaining, fuzzy inferensi sistem tsukamoto.",sistem pakar diagnosa obesitas dengan metode forward chaining dan tsukamoto fis berbasis web,sistem pakar diagnosa obesitas merupakan sebuah rancangan sistem yang akan membantu setiap orang dalam mendiagnosa obesitas sejak dini dengan memberikan saran sesuai dengan hasil diagnosa yang sudah di tentukan pakar. pada website ini di lengkapi dengan fitur tambahan untuk menghitung kalori harian yang di butuhkan sesuai dengan level aktivitas yang di pilih.
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/211,TI,"android, web scrapping, jsoup, beasiswa, magang",perancangan aplikasi pencarian informasi beasiswa dan magang berbasis android,"beasiswa merupakan bantuan atau tunjangan yang diberikan kepada pelajar atau mahasiswa untuk membantu meringankan biaya dalam kegiatan belajar, sedangkan magang merupakan salah satu syarat wajib untuk mendapatkan gelar sarjana di dalam pendidikan perguruan tinggi yang termasuk dari bagian pelatihan kerja yang diselenggarakan oleh lembaga kerja secara langsung di bawah bimbingan dan pengawasan instruktur atau pekerja yang lebih berpengalaman dalam rangka menguasai keterampilan atau keahlian tertentu. aplikasi pencarian informasi beasiswa dan magang merupakan aplikasi yang menyediakan informasi terkait beasiswa dan magang dari beberapa website resmi yang tersedia untuk ditampilkan di dalam satu aplikasi. aplikasi ini dibangun dengan metode web scrapping menggunakan library jsoup, dimana informasi dari beberapa website diambil untuk ditampilkan ke dalam halaman aplikasi dan data tersebut disimpan di dalam database yang menggunakan room database."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/212,TI,"application programming interface (api), back-end, laravel, prototyping, sistem repositori, up2m",perancangan back-end sistem repositori up2m politeknik negeri jakarta menggunakan framework laravel,politeknik negeri jakarta terdapat unit penelitian dan pengabdian kepada masyarakat (up2m). up2m merupakan tempat bagi dosen-dosen politeknik negeri jakarta mengumpulkan hasil penelitian dan pengabdian kepada masyarakat. saat ini pengelola up2m dalam melakukan visualisasi data hasil penelitian dan pengabdian masih dilakukan secara manual di microsoft excel lalu mengunggah gambar hasil visualisasi tersebut ke website. dalam penelitian ini dilakukan pembuatan sistem repositori untuk administrator up2m politeknik negeri jakarta berbasis website dan perancangan back-end menggunakan framework laravel. metode yang digunakan dalam pengembangan sistem ini yaitu prototyping. hasil dari penelitian ini yaitu berupa application programming interface (api) dan sistem repositori berbasis website yang dapat membantu pengelola dalam menyimpan dan mengelola data-data penelitian dan pengabdian masyarakat yang baru maupun yang sudah lampau secara terpusat di satu basis data. dari api yang dibuat dapat digunakan oleh bagian front-end. sehingga data-data penelitian dan pengabdian masyarakat up2m politeknik negeri jakarta dapat diakses kembali untuk dijadikan bahan penelitian lagi di masa depan.
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/213,TI,"repositori, website, verifikasi, laravel",pengembangan website repositori jurusan tik politeknik negeri jakarta,"mahasiswa merupakan sebuah entitas yang sedang mendalami ilmu di perguruan tinggi. di indonesia sendiri sudah terdapat sebanyak 8,914,597 mahasiswa yang aktif. pada tingkatan akhir, mahasiswa politeknik negeri jakarta jurusan tik akan melaksanakan praktik kerja lapangan (pkl) dan skripsi. setelah selesai membuat laporan tersebut para mahasiswa diminta mengumpulkan dokumen versi cetak. dengan adanya perkembangan teknologi mahasiswa dapat mengumpulkan dokumen pkl dan skripsi mereka dalam bentuk digital. repositori merupakan sebuah tempat dimana mahasiswa dapat mengumpulkan karya mereka. pada saat ini, jurusan tik sudah mempunyai website repositori sendiri. akan tetapi, masih terdapat beberapa masalah dalam website tersebut diantaranya permasalahan pada sistem login, belum adanya verifikasi email saat registrasi akun, tidak adanya fitur lupa password, belum adanya fitur riwayat unggah dokumen dan belum diterapkannya fungsi soft delete. dalam penelitian ini, difokuskan pada pengembangan website repositori jurusan tik menggunakan framework laravel dan bahasa pemrograman php. hasil dari pengembangan website telah memenuhi kebutuhan pengguna dengan total persentase 89.2% dengan kriteria sangat berhasil."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/214,TI,"aplikasi pencarian toko jahit tailor, location based service, simple multi atributte rating technique",pembuatan modul pencarian toko jahit tailor berbasis android dengan teknologi location based service dan metode simple multi attribute rating technique,"usaha jasa jahit merupakan usaha yang bergerak dibidang jasa untuk memperbaiki atau membuat pakaian. menemukan toko jahit tailor dimasa pandemi ini cukup sulit karena dengan terbatasnya aktifitas yang dilakukan, dan dalam menentukan jasa jahit yang memiliki kualitas terbaik juga cukup sulit. aplikasi pencarian toko jahit tailor ini dibuat untuk membantu menyelesaikan masalah yang ada. metode pengembangan yang dilakukan adalah waterfall. pembuatan aplikasi android menggunakan bahasa java dan kotlin. pembuatan web menggunakan framework php native dengan database mysql. pencarian toko jahit tailor menggunakan teknologi location based service untuk mengetahui titik lokasi toko jahit tailor. memberikan nilai rating pada produk model jahitan menggunakan perhitungan metode simple multi attribute rating technique (smart). pengujian black box testing digunakan untuk melakukan uji fungsionalitas sistem. hasil dari pengujian black box testing menghasilkan fungsionalitas sistem dapat berjalan dengan baik."
http://jurusan.tik.pnj.ac.id/newrepositori/v2/dok/215,TI,"sistem manajemen, sistem pendukung keputusan, simple additive weighting, black-box testing",sistem manajemen dan pendukung keputusan penerimaan perawat dengan metode simple additive weighting,"manajemen pada yayasan sayap ibu yang belum cukup efektif meliputi perubahan jadwal shift pada setiap pekan, absensi atau daftar kehadiran untuk relawan dan perawat dicatat di papan dan di buku jurnal. begitupun dalam seleksi penerimaan perawat masih dilakukan penilaian secara subjektif dan manual, pihak yayasan memberikan masa training sebagai calon perawat selama 3 bulan, kemudian dengan waktu yang sudah ditentukan pihak sdm (sumber daya manusia) yayasan melakukan seleksi perawat, namun pihak yayasan mengalami kesulitan dalam menyeleksi perawat yang terlatih atau kompeten. solusi dari permasalahan tersebut yaitu dirancang suatu sistem manajemen dan pendukung keputusan penerimaan perawat dengan metode simple additive weighting pada yayasan sayap ibu untuk membantu dalam manajemen yayasan meliputi jadwal, absensi, penilaian, dan seleksi penerimaan perawat. sistem berbasis website ini dibangun menggunakan framework laravel. metode pengembangan sistem menggunakan metode waterfall dan teknik pengujian menggunakan black-box testing."
